,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory
265,Freeport Energy Center,56152_G_CTG1,56152,G,CTG1,,Combined Cycle,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,169.4,7590.0,2007.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,,0.07026,0.07026,0.07026,0.07026,,,,,,,,,,,,Natural Gas,56152.0,28.988761,-95.395417,,,,,,,,3.6509190329230177,117.0,POINT (-95.39541699999999 28.988761),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,53.8692,17294.015117830146,67.76,0.0,13170.0,3.5999999999999996,31.3104754598857,1,0.0,1,1,0,False,False,False,56152+CTG1,,,,,,,,,,,,
266,Freeport Energy Center,56152_G_STG1,56152,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Brazoria,39.0,48039.0,50.0,7590.0,2007.0,9999.0,,,Y,Natural Gas,,,,,,,,,,,,,,0.07026,0.07026,0.07026,0.07026,,,,,,,,,,,,Natural Gas,56152.0,28.988761,-95.395417,,,,,,,,3.6509190329230177,117.0,POINT (-95.39541699999999 28.988761),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,31.95,5104.490884837705,20.0,0.0,13170.0,3.5999999999999996,31.3104754598857,1,0.0,1,1,0,False,False,False,56152+STG1,,,,,,,,,,,,
267,Rentech Nitrogen Pasadena Cogeneration,58870_G_MG202,58870,G,MG202,,Non-Fossil Waste,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,14.0,7050.0,2015.0,9999.0,,,Y,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,58870.0,29.739444,-95.194722,,,,,,,,0.0,160.1,POINT (-95.194722 29.739444),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,4.0,14.0,1429.2574477545575,5.6000000000000005,0.0,105630.0,5.26,5.26,0,0.0,1,1,0,False,False,False,58870+MG202,,,,,,,,,,,,
301,Johnson County,54817_G_GT-1,54817,G,GT-1,3804.0,Combined Cycle,,ERC_REST,Texas,48.0,Johnson,251.0,48251.0,163.0,8024.0,1996.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,,SCR,2006.0,,,,,,,,0.03418,0.03418,0.03418,0.03418,,,,,,,,,,,,Natural Gas,54817.0,32.3994,-97.4078,,,,,,,,3.6509190329230177,117.0,POINT (-97.40779999999999 32.3994),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,51.834,16640.64028457092,65.2,0.0,13170.0,3.5999999999999996,32.89497432017429,1,0.0,1,1,0,False,False,False,54817+GT-1,,,,,,,,,,,,
302,Johnson County,54817_G_ST-1,54817,G,ST-1,,Combined Cycle,,ERC_REST,Texas,48.0,Johnson,251.0,48251.0,104.0,8024.0,1996.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,,SCR,1996.0,,,,,,,3.0,0.03418,0.03418,0.03418,0.03418,,,,,,,,,,,,Natural Gas,54817.0,32.3994,-97.4078,,,,,,,,3.6509190329230177,117.0,POINT (-97.40779999999999 32.3994),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,33.072,10617.341040462428,41.6,0.0,13170.0,3.5999999999999996,32.89497432017429,1,0.0,1,1,0,False,False,False,54817+ST-1,,,,,,,,,,,,
303,Midlothian Energy Facility,55091_G_STK1,55091,G,STK1,3873.0,Combined Cycle,,ERC_REST,Texas,48.0,Ellis,139.0,48139.0,249.0,7715.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB + H2O,SCR,,,,,,,,,0.01496,0.01496,0.01496,0.01496,,,,,,,,,,,,Natural Gas,55091.0,32.4302,-97.0537,,,,,,,,3.6509190329230177,117.0,POINT (-97.05370000000001 32.4302),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,79.182,25420.364606491774,99.60000000000001,0.0,13170.0,3.5999999999999996,31.766840339001085,1,0.0,1,1,0,False,False,False,55091+STK1,,,,,,,,,,,,
304,Midlothian Energy Facility,55091_G_STK2,55091,G,STK2,3874.0,Combined Cycle,,ERC_REST,Texas,48.0,Ellis,139.0,48139.0,249.0,7711.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB + H2O,SCR,,,,,,,,,0.0143,0.0143,0.0143,0.0143,,,,,,,,,,,,Natural Gas,55091.0,32.4302,-97.0537,,,,,,,,3.6509190329230177,117.0,POINT (-97.05370000000001 32.4302),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,79.182,25420.364606491774,99.60000000000001,0.0,13170.0,3.5999999999999996,31.752236662869386,1,0.0,1,1,0,False,False,False,55091+STK2,,,,,,,,,,,,
305,Midlothian Energy Facility,55091_G_STK3,55091,G,STK3,3875.0,Combined Cycle,,ERC_REST,Texas,48.0,Ellis,139.0,48139.0,240.0,7727.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB + H2O,SCR,,,,,,,,,0.0138,0.0138,0.0138,0.0138,,,,,,,,,,,,Natural Gas,55091.0,32.4302,-97.0537,,,,,,,,3.6509190329230177,117.0,POINT (-97.05370000000001 32.4302),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,76.32000000000001,24501.556247220986,96.0,0.0,13170.0,3.5999999999999996,31.810651367396154,1,0.0,1,1,0,False,False,False,55091+STK3,,,,,,,,,,,,
306,Midlothian Energy Facility,55091_G_STK4,55091,G,STK4,3876.0,Combined Cycle,,ERC_REST,Texas,48.0,Ellis,139.0,48139.0,246.0,7716.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01355,0.01355,0.01355,0.01355,,,,,,,,,,,,Natural Gas,55091.0,32.4302,-97.0537,,,,,,,,3.6509190329230177,117.0,POINT (-97.05370000000001 32.4302),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,78.228,25114.09515340151,98.4,0.0,13170.0,3.5999999999999996,31.770491258034006,1,0.0,1,1,0,False,False,False,55091+STK4,,,,,,,,,,,,
307,Midlothian Energy Facility,55091_G_STK5,55091,G,STK5,3877.0,Combined Cycle,,ERC_REST,Texas,48.0,Ellis,139.0,48139.0,247.0,7716.0,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01369,0.01369,0.01369,0.01369,,,,,,,,,,,,Natural Gas,55091.0,32.4302,-97.0537,,,,,,,,3.6509190329230177,117.0,POINT (-97.05370000000001 32.4302),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,78.546,25216.184971098264,98.80000000000001,0.0,13170.0,3.5999999999999996,31.770491258034006,1,0.0,1,1,0,False,False,False,55091+STK5,,,,,,,,,,,,
308,Midlothian Energy Facility,55091_G_STK6,55091,G,STK6,3878.0,Combined Cycle,,ERC_REST,Texas,48.0,Ellis,139.0,48139.0,252.0,7703.0,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.01359,0.01359,0.01359,0.01359,,,,,,,,,,,,Natural Gas,55091.0,32.4302,-97.0537,,,,,,,,3.6509190329230177,117.0,POINT (-97.05370000000001 32.4302),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,80.136,25726.634059582037,100.80000000000001,0.0,13170.0,3.5999999999999996,31.723029310606,1,0.0,1,1,0,False,False,False,55091+STK6,,,,,,,,,,,,
309,Lamar Power Project,55097_G_CTG1,55097,G,CTG1,3879.0,Combined Cycle,,ERC_REST,Texas,48.0,Lamar,277.0,48277.0,150.2,7466.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03437,0.03437,0.03437,0.03437,,,,,,,,,,,,Natural Gas,55097.0,33.6308,-95.59,,,,,,,,3.6509190329230177,117.0,POINT (-95.59 33.6308),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,47.7636,15333.890618052465,60.08,0.0,13170.0,3.5999999999999996,30.857761499803253,1,0.0,1,1,0,False,False,False,55097+CTG1,,,,,,,,,,,,
310,Lamar Power Project,55097_G_CTG2,55097,G,CTG2,3880.0,Combined Cycle,,ERC_REST,Texas,48.0,Lamar,277.0,48277.0,150.2,7466.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03437,0.03437,0.03437,0.03437,,,,,,,,,,,,Natural Gas,55097.0,33.6308,-95.59,,,,,,,,3.6509190329230177,117.0,POINT (-95.59 33.6308),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,47.7636,15333.890618052465,60.08,0.0,13170.0,3.5999999999999996,30.857761499803253,1,0.0,1,1,0,False,False,False,55097+CTG2,,,,,,,,,,,,
311,Lamar Power Project,55097_G_CTG3,55097,G,CTG3,3881.0,Combined Cycle,,ERC_REST,Texas,48.0,Lamar,277.0,48277.0,158.2,7466.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03225,0.03225,0.03225,0.03225,,,,,,,,,,,,Natural Gas,55097.0,33.6308,-95.59,,,,,,,,3.6509190329230177,117.0,POINT (-95.59 33.6308),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,50.307599999999994,16150.609159626498,63.28,0.0,13170.0,3.5999999999999996,30.857761499803253,1,0.0,1,1,0,False,False,False,55097+CTG3,,,,,,,,,,,,
312,Lamar Power Project,55097_G_CTG4,55097,G,CTG4,3882.0,Combined Cycle,,ERC_REST,Texas,48.0,Lamar,277.0,48277.0,158.2,7466.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03225,0.03225,0.03225,0.03225,,,,,,,,,,,,Natural Gas,55097.0,33.6308,-95.59,,,,,,,,3.6509190329230177,117.0,POINT (-95.59 33.6308),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,50.307599999999994,16150.609159626498,63.28,0.0,13170.0,3.5999999999999996,30.857761499803253,1,0.0,1,1,0,False,False,False,55097+CTG4,,,,,,,,,,,,
313,Lamar Power Project,55097_G_STG1,55097,G,STG1,,Combined Cycle,,ERC_REST,Texas,48.0,Lamar,277.0,48277.0,200.6,7466.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03437,0.03437,0.03437,0.03437,,,,,,,,,,,,Natural Gas,55097.0,33.6308,-95.59,,,,,,,,3.6509190329230177,117.0,POINT (-95.59 33.6308),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,63.7908,20479.217429968874,80.24000000000001,0.0,13170.0,3.5999999999999996,30.857761499803253,1,0.0,1,1,0,False,False,False,55097+STG1,,,,,,,,,,,,
314,Lamar Power Project,55097_G_STG2,55097,G,STG2,,Combined Cycle,,ERC_REST,Texas,48.0,Lamar,277.0,48277.0,200.6,7466.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03225,0.03225,0.03225,0.03225,,,,,,,,,,,,Natural Gas,55097.0,33.6308,-95.59,,,,,,,,3.6509190329230177,117.0,POINT (-95.59 33.6308),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,63.7908,20479.217429968874,80.24000000000001,0.0,13170.0,3.5999999999999996,30.857761499803253,1,0.0,1,1,0,False,False,False,55097+STG2,,,,,,,,,,,,
315,Tenaska Gateway Generating Station,55132_G_GTG1,55132,G,GTG1,3970.0,Combined Cycle,,ERC_GWAY,Texas,48.0,Rusk,401.0,48401.0,148.0,7348.0,2001.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03339,0.03339,0.03339,0.03339,,,,,,,,,,,,Natural Gas,55132.0,32.017826,-94.619743,,,,,,,,3.6509190329230177,117.0,POINT (-94.619743 32.017826),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,47.064,15109.293019119608,59.2,0.0,13170.0,3.5999999999999996,30.426953053918332,1,0.0,1,1,0,False,False,False,55132+GTG1,,,,,,,,,,,,
316,Tenaska Gateway Generating Station,55132_G_GTG2,55132,G,GTG2,3971.0,Combined Cycle,,ERC_GWAY,Texas,48.0,Rusk,401.0,48401.0,149.0,7348.0,2001.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03339,0.03339,0.03339,0.03339,,,,,,,,,,,,Natural Gas,55132.0,32.017826,-94.619743,,,,,,,,3.6509190329230177,117.0,POINT (-94.619743 32.017826),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,47.382,15211.382836816363,59.6,0.0,13170.0,3.5999999999999996,30.426953053918332,1,0.0,1,1,0,False,False,False,55132+GTG2,,,,,,,,,,,,
317,Tenaska Gateway Generating Station,55132_G_GTG3,55132,G,GTG3,3972.0,Combined Cycle,,ERC_GWAY,Texas,48.0,Rusk,401.0,48401.0,150.0,7348.0,2001.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03339,0.03339,0.03339,0.03339,,,,,,,,,,,,Natural Gas,55132.0,32.017826,-94.619743,,,,,,,,3.6509190329230177,117.0,POINT (-94.619743 32.017826),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,47.7,15313.472654513116,60.0,0.0,13170.0,3.5999999999999996,30.426953053918332,1,0.0,1,1,0,False,False,False,55132+GTG3,,,,,,,,,,,,
318,Tenaska Gateway Generating Station,55132_G_STG1,55132,G,STG1,,Combined Cycle,,ERC_GWAY,Texas,48.0,Rusk,401.0,48401.0,398.0,7348.0,2001.0,9999.0,,,N,"Natural Gas, Distillate Fuel Oil",,,,DLNB,,,,,,,,,,0.03339,0.03339,0.03339,0.03339,,,,,,,,,,,,Natural Gas,55132.0,32.017826,-94.619743,,,,,,,,3.6509190329230177,117.0,POINT (-94.619743 32.017826),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,126.56400000000001,40631.74744330814,159.20000000000002,0.0,13170.0,3.5999999999999996,30.426953053918332,1,0.0,1,1,0,False,False,False,55132+STG1,,,,,,,,,,,,
319,Wolf Hollow I LP,55139_G_CTG1,55139,G,CTG1,3981.0,Combined Cycle,,ERC_REST,Texas,48.0,Hood,221.0,48221.0,212.5,8074.0,2003.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.02348,0.02348,0.02348,0.02348,,,,,,,,,,,,Natural Gas,55139.0,32.33422,-97.731686,,,,,,,,3.6509190329230177,117.0,POINT (-97.731686 32.33422),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,67.575,21694.08626056025,85.0,0.0,13170.0,3.5999999999999996,33.07752027182045,1,0.0,1,1,0,False,False,False,55139+CTG1,,,,,,,,,,,,
320,Wolf Hollow I LP,55139_G_CTG2,55139,G,CTG2,3982.0,Combined Cycle,,ERC_REST,Texas,48.0,Hood,221.0,48221.0,212.5,8074.0,2003.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.02348,0.02348,0.02348,0.02348,,,,,,,,,,,,Natural Gas,55139.0,32.33422,-97.731686,,,,,,,,3.6509190329230177,117.0,POINT (-97.731686 32.33422),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,67.575,21694.08626056025,85.0,0.0,13170.0,3.5999999999999996,33.07752027182045,1,0.0,1,1,0,False,False,False,55139+CTG2,,,,,,,,,,,,
321,Wolf Hollow I LP,55139_G_ST,55139,G,ST,,Combined Cycle,,ERC_REST,Texas,48.0,Hood,221.0,48221.0,280.0,8074.0,2003.0,9999.0,,,N,Natural Gas,,,,NH3,SCR,2003.0,,,,,,,,0.02348,0.02348,0.02348,0.02348,,,,,,,,,,,,Natural Gas,55139.0,32.33422,-97.731686,,,,,,,,3.6509190329230177,117.0,POINT (-97.731686 32.33422),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,89.04,28585.14895509115,112.0,0.0,13170.0,3.5999999999999996,33.07752027182045,1,0.0,1,1,0,False,False,False,55139+ST,,,,,,,,,,,,
322,Bosque County Peaking,55172_G_GT-1,55172,G,GT-1,4054.0,Combined Cycle,,ERC_REST,Texas,48.0,Bosque,35.0,48035.0,154.0,7129.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2011.0,,,,,,,,0.41406,0.01625,0.41406,0.01625,,,,,,,,,,,,Natural Gas,55172.0,31.8594,-97.3586,,,,,,,,3.6509190329230177,117.0,POINT (-97.3586 31.8594),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,48.972,15721.831925300134,61.6,0.0,13170.0,3.5999999999999996,29.627401785708194,1,0.0,1,1,0,False,False,False,55172+GT-1,,,,,,,,,,,,
323,Bosque County Peaking,55172_G_GT-2,55172,G,GT-2,4055.0,Combined Cycle,,ERC_REST,Texas,48.0,Bosque,35.0,48035.0,154.0,7129.0,2000.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2011.0,,,,,,,,0.41406,0.01625,0.41406,0.01625,,,,,,,,,,,,Natural Gas,55172.0,31.8594,-97.3586,,,,,,,,3.6509190329230177,117.0,POINT (-97.3586 31.8594),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,48.972,15721.831925300134,61.6,0.0,13170.0,3.5999999999999996,29.627401785708194,1,0.0,1,1,0,False,False,False,55172+GT-2,,,,,,,,,,,,
324,Bosque County Peaking,55172_G_GT-3,55172,G,GT-3,4056.0,Combined Cycle,,ERC_REST,Texas,48.0,Bosque,35.0,48035.0,154.0,7129.0,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.41406,0.01625,0.41406,0.01625,,,,,,,,,,,,Natural Gas,55172.0,31.8594,-97.3586,,,,,,,,3.6509190329230177,117.0,POINT (-97.3586 31.8594),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,48.972,15721.831925300134,61.6,0.0,13170.0,3.5999999999999996,29.627401785708194,1,0.0,1,1,0,False,False,False,55172+GT-3,,,,,,,,,,,,
325,Bosque County Peaking,55172_G_ST-4,55172,G,ST-4,,Combined Cycle,,ERC_REST,Texas,48.0,Bosque,35.0,48035.0,86.0,7129.0,2001.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,,,,,,,,,0.41406,0.01625,0.41406,0.01625,,,,,,,,,,,,Natural Gas,55172.0,31.8594,-97.3586,,,,,,,,3.6509190329230177,117.0,POINT (-97.3586 31.8594),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,54.954,8779.724321920854,34.4,0.0,13170.0,3.5999999999999996,29.627401785708194,1,0.0,1,1,0,False,False,False,55172+ST-4,,,,,,,,,,,,
326,Bosque County Peaking,55172_G_ST-5,55172,G,ST-5,,Combined Cycle,,ERC_REST,Texas,48.0,Bosque,35.0,48035.0,200.0,7129.0,2010.0,9999.0,,,N,Natural Gas,,,,DLNB,SCR,2011.0,,,,,,,,0.41406,0.01625,0.41406,0.01625,,,,,,,,,,,,Natural Gas,55172.0,31.8594,-97.3586,,,,,,,,3.6509190329230177,117.0,POINT (-97.3586 31.8594),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,63.6,20417.96353935082,80.0,0.0,13170.0,3.5999999999999996,29.627401785708194,1,0.0,1,1,0,False,False,False,55172+ST-5,,,,,,,,,,,,
327,Ennis Power Company LLC,55223_G_GT1,55223,G,GT1,4182.0,Combined Cycle,,ERC_REST,Texas,48.0,Ellis,139.0,48139.0,245.1,7142.0,2002.0,9999.0,,,N,Natural Gas,,,,,SCR,,,,,,,,,0.02713,0.02713,0.02713,0.02713,,,,,,,,,,,,Natural Gas,55223.0,32.32,-96.675,,,,,,,,3.6509190329230177,117.0,POINT (-96.675 32.32),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,77.9418,25022.214317474434,98.04,0.0,13170.0,3.5999999999999996,29.674863733136192,1,0.0,1,1,0,False,False,False,55223+GT1,,,,,,,,,,,,
328,Ennis Power Company LLC,55223_G_ST1,55223,G,ST1,,Combined Cycle,,ERC_REST,Texas,48.0,Ellis,139.0,48139.0,114.4,7142.0,2002.0,9999.0,,,N,Natural Gas,,,,,SCR,2002.0,,,,,,,,0.02713,0.02713,0.02713,0.02713,,,,,,,,,,,,Natural Gas,55223.0,32.32,-96.675,,,,,,,,3.6509190329230177,117.0,POINT (-96.675 32.32),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,36.379200000000004,11679.07514450867,45.760000000000005,0.0,13170.0,3.5999999999999996,29.674863733136192,1,0.0,1,1,0,False,False,False,55223+ST1,,,,,,,,,,,,
329,Freestone Energy Center,55226_G_GT1,55226,G,GT1,4192.0,Combined Cycle,,ERC_REST,Texas,48.0,Freestone,161.0,48161.0,153.0,7196.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03113,0.03113,0.03113,0.03113,,,,,,,,,,,,Natural Gas,55226.0,31.8907,-96.1131,,,,,,,,3.6509190329230177,117.0,POINT (-96.1131 31.8907),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,48.654,15619.742107603379,61.2,0.0,13170.0,3.5999999999999996,29.872013360914032,1,0.0,1,1,0,False,False,False,55226+GT1,,,,,,,,,,,,
330,Freestone Energy Center,55226_G_GT2,55226,G,GT2,4193.0,Combined Cycle,,ERC_REST,Texas,48.0,Freestone,161.0,48161.0,153.0,7196.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03113,0.03113,0.03113,0.03113,,,,,,,,,,,,Natural Gas,55226.0,31.8907,-96.1131,,,,,,,,3.6509190329230177,117.0,POINT (-96.1131 31.8907),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,48.654,15619.742107603379,61.2,0.0,13170.0,3.5999999999999996,29.872013360914032,1,0.0,1,1,0,False,False,False,55226+GT2,,,,,,,,,,,,
331,Freestone Energy Center,55226_G_GT3,55226,G,GT3,4194.0,Combined Cycle,,ERC_REST,Texas,48.0,Freestone,161.0,48161.0,149.0,7196.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03085,0.03085,0.03085,0.03085,,,,,,,,,,,,Natural Gas,55226.0,31.8907,-96.1131,,,,,,,,3.6509190329230177,117.0,POINT (-96.1131 31.8907),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,47.382,15211.382836816363,59.6,0.0,13170.0,3.5999999999999996,29.872013360914032,1,0.0,1,1,0,False,False,False,55226+GT3,,,,,,,,,,,,
332,Freestone Energy Center,55226_G_GT4,55226,G,GT4,4195.0,Combined Cycle,,ERC_REST,Texas,48.0,Freestone,161.0,48161.0,149.0,7196.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03085,0.03085,0.03085,0.03085,,,,,,,,,,,,Natural Gas,55226.0,31.8907,-96.1131,,,,,,,,3.6509190329230177,117.0,POINT (-96.1131 31.8907),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,47.382,15211.382836816363,59.6,0.0,13170.0,3.5999999999999996,29.872013360914032,1,0.0,1,1,0,False,False,False,55226+GT4,,,,,,,,,,,,
333,Freestone Energy Center,55226_G_ST3,55226,G,ST3,,Combined Cycle,,ERC_REST,Texas,48.0,Freestone,161.0,48161.0,177.0,7196.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03113,0.03113,0.03113,0.03113,,,,,,,,,,,,Natural Gas,55226.0,31.8907,-96.1131,,,,,,,,3.6509190329230177,117.0,POINT (-96.1131 31.8907),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,56.286,18069.897732325477,70.8,0.0,13170.0,3.5999999999999996,29.872013360914032,1,0.0,1,1,0,False,False,False,55226+ST3,,,,,,,,,,,,
334,Freestone Energy Center,55226_G_ST6,55226,G,ST6,,Combined Cycle,,ERC_REST,Texas,48.0,Freestone,161.0,48161.0,172.0,7196.0,2002.0,9999.0,,,N,Natural Gas,,,,DLNB,,,,,,,,,,0.03085,0.03085,0.03085,0.03085,,,,,,,,,,,,Natural Gas,55226.0,31.8907,-96.1131,,,,,,,,3.6509190329230177,117.0,POINT (-96.1131 31.8907),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,54.696,17559.448643841708,68.8,0.0,13170.0,3.5999999999999996,29.872013360914032,1,0.0,1,1,0,False,False,False,55226+ST6,,,,,,,,,,,,
335,Jack County,55230_G_CT1,55230,G,CT1,4236.0,Combined Cycle,,ERC_REST,Texas,48.0,Wise,497.0,48497.0,165.0,7177.0,2006.0,9999.0,,,N,Natural Gas,,,,DLNB + NH3,SCR,,,,,,,,,0.02244,0.02244,0.02244,0.02244,,,,,,,,,,,,Natural Gas,55230.0,33.101,-97.9574,,,,,,,,3.6509190329230177,117.0,POINT (-97.95740000000001 33.101),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,4.0,52.47,16844.81991996443,66.0,0.0,13170.0,3.5999999999999996,29.8026458992885,1,0.0,1,1,0,False,False,False,55230+CT1,,,,,,,,,,,,
